Position,code,Geography,Treatment,vialnum,Sex,exp,cfuA,cfuL,repexp,total,GT,Bacteria,Replicate,Duplicate,SortOrder,Plate,Side,type
763,PA Control M 1 NA 762 1 Flies 3 NA,PA,Control,PA Control M 1 NA 762 1 Flies 3 NA,M,1,73140,0,PA Control M 1 NA 762 1 Flies 3 NA,73140,PAControl,X,1,NA,762,Flies 3,NA,fly
765,PA Control M 1 NA 764 1 Flies 3 NA,PA,Control,PA Control M 1 NA 764 1 Flies 3 NA,M,1,38160,0,PA Control M 1 NA 764 1 Flies 3 NA,38160,PAControl,X,1,NA,764,Flies 3,NA,fly
1,PA Control M 1 NA 2286 4 Flies 1 NA,PA,Control,PA Control M 1 NA 2286 4 Flies 1 NA,M,4,9937.5,0,PA Control M 1 NA 2286 4 Flies 1 NA,9937.5,PAControl,CV,1,NA,2286,Flies 1,NA,fly
3,PA Control M 1 NA 2288 4 Flies 1 NA,PA,Control,PA Control M 1 NA 2288 4 Flies 1 NA,M,4,14707.5,50,PA Control M 1 NA 2288 4 Flies 1 NA,14757.5,PAControl,CV,1,NA,2288,Flies 1,NA,fly
5,PA Control M 1 NA 2290 4 Flies 1 NA,PA,Control,PA Control M 1 NA 2290 4 Flies 1 NA,M,4,57240,25,PA Control M 1 NA 2290 4 Flies 1 NA,57265,PAControl,CV,1,NA,2290,Flies 1,NA,fly
633,PA Control NA 1 NA 632 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 632 1 Diet 2 NA,NA,1,32563200,0,PA Control NA 1 NA 632 1 Diet 2 NA,32563200,PAControl,AAB,1,NA,632,Diet 2,NA,diet
635,PA Control NA 1 NA 634 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 634 1 Diet 2 NA,NA,1,6512640,0,PA Control NA 1 NA 634 1 Diet 2 NA,6512640,PAControl,AAB,1,NA,634,Diet 2,NA,diet
637,PA Control NA 1 NA 636 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 636 1 Diet 2 NA,NA,1,2442240,0,PA Control NA 1 NA 636 1 Diet 2 NA,2442240,PAControl,AAB,1,NA,636,Diet 2,NA,diet
639,PA Control NA 1 NA 638 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 638 1 Diet 2 NA,NA,1,4680960,0,PA Control NA 1 NA 638 1 Diet 2 NA,4680960,PAControl,AAB,1,NA,638,Diet 2,NA,diet
641,PA Control NA 1 NA 640 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 640 1 Diet 2 NA,NA,1,8140800,0,PA Control NA 1 NA 640 1 Diet 2 NA,8140800,PAControl,AAB,1,NA,640,Diet 2,NA,diet
643,PA Control NA 1 NA 642 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 642 1 Diet 2 NA,NA,1,1424640,0,PA Control NA 1 NA 642 1 Diet 2 NA,1424640,PAControl,AAB,1,NA,642,Diet 2,NA,diet
713,PA Control NA 1 NA 712 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 712 1 Diet 2 NA,NA,1,5902080,0,PA Control NA 1 NA 712 1 Diet 2 NA,5902080,PAControl,G,1,NA,712,Diet 2,NA,diet
715,PA Control NA 1 NA 714 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 714 1 Diet 2 NA,NA,1,1628160,0,PA Control NA 1 NA 714 1 Diet 2 NA,1628160,PAControl,G,1,NA,714,Diet 2,NA,diet
717,PA Control NA 1 NA 716 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 716 1 Diet 2 NA,NA,1,1628160,0,PA Control NA 1 NA 716 1 Diet 2 NA,1628160,PAControl,G,1,NA,716,Diet 2,NA,diet
719,PA Control NA 1 NA 718 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 718 1 Diet 2 NA,NA,1,1017600,0,PA Control NA 1 NA 718 1 Diet 2 NA,1017600,PAControl,G,1,NA,718,Diet 2,NA,diet
721,PA Control NA 1 NA 720 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 720 1 Diet 2 NA,NA,1,3256320,0,PA Control NA 1 NA 720 1 Diet 2 NA,3256320,PAControl,G,1,NA,720,Diet 2,NA,diet
723,PA Control NA 1 NA 722 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 722 1 Diet 2 NA,NA,1,3663360,0,PA Control NA 1 NA 722 1 Diet 2 NA,3663360,PAControl,G,1,NA,722,Diet 2,NA,diet
737,PA Control NA 1 NA 736 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 736 1 Diet 2 NA,NA,1,6512640,0,PA Control NA 1 NA 736 1 Diet 2 NA,6512640,PAControl,LAB,1,NA,736,Diet 2,NA,diet
739,PA Control NA 1 NA 738 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 738 1 Diet 2 NA,NA,1,2849280,0,PA Control NA 1 NA 738 1 Diet 2 NA,2849280,PAControl,LAB,1,NA,738,Diet 2,NA,diet
741,PA Control NA 1 NA 740 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 740 1 Diet 2 NA,NA,1,1831680,0,PA Control NA 1 NA 740 1 Diet 2 NA,1831680,PAControl,LAB,1,NA,740,Diet 2,NA,diet
743,PA Control NA 1 NA 742 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 742 1 Diet 2 NA,NA,1,7937280,0,PA Control NA 1 NA 742 1 Diet 2 NA,7937280,PAControl,LAB,1,NA,742,Diet 2,NA,diet
745,PA Control NA 1 NA 744 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 744 1 Diet 2 NA,NA,1,34191360,0,PA Control NA 1 NA 744 1 Diet 2 NA,34191360,PAControl,LAB,1,NA,744,Diet 2,NA,diet
747,PA Control NA 1 NA 746 1 Diet 2 NA,PA,Control,PA Control NA 1 NA 746 1 Diet 2 NA,NA,1,1831680,0,PA Control NA 1 NA 746 1 Diet 2 NA,1831680,PAControl,LAB,1,NA,746,Diet 2,NA,diet
953,PA Control NA 1 NA 949 1 Diet 3 NA,PA,Control,PA Control NA 1 NA 949 1 Diet 3 NA,NA,1,6716160,0,PA Control NA 1 NA 949 1 Diet 3 NA,6716160,PAControl,X,1,NA,949,Diet 3,NA,diet
955,PA Control NA 1 NA 951 1 Diet 3 NA,PA,Control,PA Control NA 1 NA 951 1 Diet 3 NA,NA,1,4884480,0,PA Control NA 1 NA 951 1 Diet 3 NA,4884480,PAControl,X,1,NA,951,Diet 3,NA,diet
957,PA Control NA 1 NA 953 1 Diet 3 NA,PA,Control,PA Control NA 1 NA 953 1 Diet 3 NA,NA,1,3256320,0,PA Control NA 1 NA 953 1 Diet 3 NA,3256320,PAControl,X,1,NA,953,Diet 3,NA,diet
959,PA Control NA 1 NA 955 1 Diet 3 NA,PA,Control,PA Control NA 1 NA 955 1 Diet 3 NA,NA,1,6105600,0,PA Control NA 1 NA 955 1 Diet 3 NA,6105600,PAControl,X,1,NA,955,Diet 3,NA,diet
961,PA Control NA 1 NA 957 1 Diet 3 NA,PA,Control,PA Control NA 1 NA 957 1 Diet 3 NA,NA,1,5902080,0,PA Control NA 1 NA 957 1 Diet 3 NA,5902080,PAControl,X,1,NA,957,Diet 3,NA,diet
963,PA Control NA 1 NA 959 1 Diet 3 NA,PA,Control,PA Control NA 1 NA 959 1 Diet 3 NA,NA,1,6716160,0,PA Control NA 1 NA 959 1 Diet 3 NA,6716160,PAControl,X,1,NA,959,Diet 3,NA,diet
187,PA Control NA 1 NA 2465 4 Diet 1 NA,PA,Control,PA Control NA 1 NA 2465 4 Diet 1 NA,NA,4,55357440,0,PA Control NA 1 NA 2465 4 Diet 1 NA,55357440,PAControl,CV,1,NA,2465,Diet 1,NA,diet
189,PA Control NA 1 NA 2467 4 Diet 1 NA,PA,Control,PA Control NA 1 NA 2467 4 Diet 1 NA,NA,4,45588480,0,PA Control NA 1 NA 2467 4 Diet 1 NA,45588480,PAControl,CV,1,NA,2467,Diet 1,NA,diet
191,PA Control NA 1 NA 2469 4 Diet 1 NA,PA,Control,PA Control NA 1 NA 2469 4 Diet 1 NA,NA,4,65126400,0,PA Control NA 1 NA 2469 4 Diet 1 NA,65126400,PAControl,CV,1,NA,2469,Diet 1,NA,diet
193,PA Control NA 1 NA 2471 4 Diet 1 NA,PA,Control,PA Control NA 1 NA 2471 4 Diet 1 NA,NA,4,50472960,0,PA Control NA 1 NA 2471 4 Diet 1 NA,50472960,PAControl,CV,1,NA,2471,Diet 1,NA,diet
195,PA Control NA 1 NA 2473 4 Diet 1 NA,PA,Control,PA Control NA 1 NA 2473 4 Diet 1 NA,NA,4,52101120,0,PA Control NA 1 NA 2473 4 Diet 1 NA,52101120,PAControl,CV,1,NA,2473,Diet 1,NA,diet
197,PA Control NA 1 NA 2475 4 Diet 1 NA,PA,Control,PA Control NA 1 NA 2475 4 Diet 1 NA,NA,4,63498240,0,PA Control NA 1 NA 2475 4 Diet 1 NA,63498240,PAControl,CV,1,NA,2475,Diet 1,NA,diet
443,V Choice F 1 NA 2716 4 Flies 2 NA,V,Choice,V Choice F 1 NA 2716 4 Flies 2 NA,F,4,101760,397.5,V Choice F 1 NA 2716 4 Flies 2 NA,102157.5,VChoice,CV,1,NA,2716,Flies 2,NA,fly
445,V Choice F 1 NA 2718 4 Flies 2 NA,V,Choice,V Choice F 1 NA 2718 4 Flies 2 NA,F,4,1399200,795,V Choice F 1 NA 2718 4 Flies 2 NA,1399995,VChoice,CV,1,NA,2718,Flies 2,NA,fly
447,V Choice F 1 NA 2720 4 Flies 2 NA,V,Choice,V Choice F 1 NA 2720 4 Flies 2 NA,F,4,41340,795,V Choice F 1 NA 2720 4 Flies 2 NA,42135,VChoice,CV,1,NA,2720,Flies 2,NA,fly
437,V Choice M 1 NA 2710 4 Flies 2 NA,V,Choice,V Choice M 1 NA 2710 4 Flies 2 NA,M,4,69960,795,V Choice M 1 NA 2710 4 Flies 2 NA,70755,VChoice,CV,1,NA,2710,Flies 2,NA,fly
439,V Choice M 1 NA 2712 4 Flies 2 NA,V,Choice,V Choice M 1 NA 2712 4 Flies 2 NA,M,4,457920,1192.5,V Choice M 1 NA 2712 4 Flies 2 NA,459112.5,VChoice,CV,1,NA,2712,Flies 2,NA,fly
441,V Choice M 1 NA 2714 4 Flies 2 NA,V,Choice,V Choice M 1 NA 2714 4 Flies 2 NA,M,4,407040,1590,V Choice M 1 NA 2714 4 Flies 2 NA,408630,VChoice,CV,1,NA,2714,Flies 2,NA,fly
621,V Choice NA 1 NA 2889 4 Diet 2 A,V,Choice,V Choice NA 1 NA 2889 4 Diet 2 A,NA,4,50472960,0,V Choice NA 1 NA 2889 4 Diet 2 A,50472960,VChoice,CV,1,NA,2889,Diet 2,A,diet
623,V Choice NA 1 NA 2891 4 Diet 2 A,V,Choice,V Choice NA 1 NA 2891 4 Diet 2 A,NA,4,40704000,0,V Choice NA 1 NA 2891 4 Diet 2 A,40704000,VChoice,CV,1,NA,2891,Diet 2,A,diet
625,V Choice NA 1 NA 2893 4 Diet 2 A,V,Choice,V Choice NA 1 NA 2893 4 Diet 2 A,NA,4,68382720,125,V Choice NA 1 NA 2893 4 Diet 2 A,68382845,VChoice,CV,1,NA,2893,Diet 2,A,diet
627,V Choice NA 1 NA 2895 4 Diet 2 L,V,Choice,V Choice NA 1 NA 2895 4 Diet 2 L,NA,4,22794240,450,V Choice NA 1 NA 2895 4 Diet 2 L,22794690,VChoice,CV,1,NA,2895,Diet 2,L,diet
629,V Choice NA 1 NA 2897 4 Diet 2 L,V,Choice,V Choice NA 1 NA 2897 4 Diet 2 L,NA,4,26050560,675,V Choice NA 1 NA 2897 4 Diet 2 L,26051235,VChoice,CV,1,NA,2897,Diet 2,L,diet
631,V Choice NA 1 NA 2899 4 Diet 2 L,V,Choice,V Choice NA 1 NA 2899 4 Diet 2 L,NA,4,29306880,1000,V Choice NA 1 NA 2899 4 Diet 2 L,29307880,VChoice,CV,1,NA,2899,Diet 2,L,diet
519,V Control F 1 NA 2790 4 Flies 2 NA,V,Control,V Control F 1 NA 2790 4 Flies 2 NA,F,4,457920,0,V Control F 1 NA 2790 4 Flies 2 NA,457920,VControl,CV,1,NA,2790,Flies 2,NA,fly
521,V Control F 1 NA 2792 4 Flies 2 NA,V,Control,V Control F 1 NA 2792 4 Flies 2 NA,F,4,1195680,0,V Control F 1 NA 2792 4 Flies 2 NA,1195680,VControl,CV,1,NA,2792,Flies 2,NA,fly
515,V Control M 1 NA 2786 4 Flies 2 NA,V,Control,V Control M 1 NA 2786 4 Flies 2 NA,M,4,114480,0,V Control M 1 NA 2786 4 Flies 2 NA,114480,VControl,CV,1,NA,2786,Flies 2,NA,fly
517,V Control M 1 NA 2788 4 Flies 2 NA,V,Control,V Control M 1 NA 2788 4 Flies 2 NA,M,4,457920,0,V Control M 1 NA 2788 4 Flies 2 NA,457920,VControl,CV,1,NA,2788,Flies 2,NA,fly
705,V Control NA 1 NA 2970 4 Diet 2 NA,V,Control,V Control NA 1 NA 2970 4 Diet 2 NA,NA,4,68382720,0,V Control NA 1 NA 2970 4 Diet 2 NA,68382720,VControl,CV,1,NA,2970,Diet 2,NA,diet
707,V Control NA 1 NA 2972 4 Diet 2 NA,V,Control,V Control NA 1 NA 2972 4 Diet 2 NA,NA,4,40704000,0,V Control NA 1 NA 2972 4 Diet 2 NA,40704000,VControl,CV,1,NA,2972,Diet 2,NA,diet
709,V Control NA 1 NA 2974 4 Diet 2 NA,V,Control,V Control NA 1 NA 2974 4 Diet 2 NA,NA,4,32563200,0,V Control NA 1 NA 2974 4 Diet 2 NA,32563200,VControl,CV,1,NA,2974,Diet 2,NA,diet
711,V Control NA 1 NA 2976 4 Diet 2 NA,V,Control,V Control NA 1 NA 2976 4 Diet 2 NA,NA,4,19537920,0,V Control NA 1 NA 2976 4 Diet 2 NA,19537920,VControl,CV,1,NA,2976,Diet 2,NA,diet
713,V Control NA 1 NA 2978 4 Diet 2 NA,V,Control,V Control NA 1 NA 2978 4 Diet 2 NA,NA,4,30935040,0,V Control NA 1 NA 2978 4 Diet 2 NA,30935040,VControl,CV,1,NA,2978,Diet 2,NA,diet
715,V Control NA 1 NA 2980 4 Diet 2 NA,V,Control,V Control NA 1 NA 2980 4 Diet 2 NA,NA,4,43960320,0,V Control NA 1 NA 2980 4 Diet 2 NA,43960320,VControl,CV,1,NA,2980,Diet 2,NA,diet
125,B Choice F 2 NA 2403 4 Flies 1 NA,B,Choice,B Choice F 2 NA 2403 4 Flies 1 NA,F,4,15105,125,B Choice F 2 NA 2403 4 Flies 1 NA,15230,BChoice,CV,2,NA,2403,Flies 1,NA,fly
127,B Choice F 2 NA 2405 4 Flies 1 NA,B,Choice,B Choice F 2 NA 2405 4 Flies 1 NA,F,4,101760,350,B Choice F 2 NA 2405 4 Flies 1 NA,102110,BChoice,CV,2,NA,2405,Flies 1,NA,fly
129,B Choice F 2 NA 2407 4 Flies 1 NA,B,Choice,B Choice F 2 NA 2407 4 Flies 1 NA,F,4,8745,650,B Choice F 2 NA 2407 4 Flies 1 NA,9395,BChoice,CV,2,NA,2407,Flies 1,NA,fly
121,B Choice M 2 NA 2399 4 Flies 1 NA,B,Choice,B Choice M 2 NA 2399 4 Flies 1 NA,M,4,7155,325,B Choice M 2 NA 2399 4 Flies 1 NA,7480,BChoice,CV,2,NA,2399,Flies 1,NA,fly
123,B Choice M 2 NA 2401 4 Flies 1 NA,B,Choice,B Choice M 2 NA 2401 4 Flies 1 NA,M,4,7950,225,B Choice M 2 NA 2401 4 Flies 1 NA,8175,BChoice,CV,2,NA,2401,Flies 1,NA,fly
311,B Choice NA 2 NA 2587 4 Diet 1 A,B,Choice,B Choice NA 2 NA 2587 4 Diet 1 A,NA,4,56985600,0,B Choice NA 2 NA 2587 4 Diet 1 A,56985600,BChoice,CV,2,NA,2587,Diet 1,A,diet
313,B Choice NA 2 NA 2589 4 Diet 1 A,B,Choice,B Choice NA 2 NA 2589 4 Diet 1 A,NA,4,73267200,0,B Choice NA 2 NA 2589 4 Diet 1 A,73267200,BChoice,CV,2,NA,2589,Diet 1,A,diet
315,B Choice NA 2 NA 2591 4 Diet 1 A,B,Choice,B Choice NA 2 NA 2591 4 Diet 1 A,NA,4,71639040,0,B Choice NA 2 NA 2591 4 Diet 1 A,71639040,BChoice,CV,2,NA,2591,Diet 1,A,diet
317,B Choice NA 2 NA 2593 4 Diet 1 L,B,Choice,B Choice NA 2 NA 2593 4 Diet 1 L,NA,4,22794240,22260,B Choice NA 2 NA 2593 4 Diet 1 L,22816500,BChoice,CV,2,NA,2593,Diet 1,L,diet
319,B Choice NA 2 NA 2595 4 Diet 1 L,B,Choice,B Choice NA 2 NA 2595 4 Diet 1 L,NA,4,8140800,3180,B Choice NA 2 NA 2595 4 Diet 1 L,8143980,BChoice,CV,2,NA,2595,Diet 1,L,diet
321,B Choice NA 2 NA 2597 4 Diet 1 L,B,Choice,B Choice NA 2 NA 2597 4 Diet 1 L,NA,4,26050560,47700,B Choice NA 2 NA 2597 4 Diet 1 L,26098260,BChoice,CV,2,NA,2597,Diet 1,L,diet
771,B Control F 2 NA 3036 4 Flies 3 NA,B,Control,B Control F 2 NA 3036 4 Flies 3 NA,F,4,42332160,0,B Control F 2 NA 3036 4 Flies 3 NA,42332160,BControl,CV,2,NA,3036,Flies 3,NA,fly
773,B Control F 2 NA 3038 4 Flies 3 NA,B,Control,B Control F 2 NA 3038 4 Flies 3 NA,F,4,55357440,0,B Control F 2 NA 3038 4 Flies 3 NA,55357440,BControl,CV,2,NA,3038,Flies 3,NA,fly
775,B Control F 2 NA 3040 4 Flies 3 NA,B,Control,B Control F 2 NA 3040 4 Flies 3 NA,F,4,22794240,0,B Control F 2 NA 3040 4 Flies 3 NA,22794240,BControl,CV,2,NA,3040,Flies 3,NA,fly
765,B Control M 2 NA 3030 4 Flies 3 NA,B,Control,B Control M 2 NA 3030 4 Flies 3 NA,M,4,47216640,0,B Control M 2 NA 3030 4 Flies 3 NA,47216640,BControl,CV,2,NA,3030,Flies 3,NA,fly
767,B Control M 2 NA 3032 4 Flies 3 NA,B,Control,B Control M 2 NA 3032 4 Flies 3 NA,M,4,60241920,25,B Control M 2 NA 3032 4 Flies 3 NA,60241945,BControl,CV,2,NA,3032,Flies 3,NA,fly
769,B Control M 2 NA 3034 4 Flies 3 NA,B,Control,B Control M 2 NA 3034 4 Flies 3 NA,M,4,34191360,0,B Control M 2 NA 3034 4 Flies 3 NA,34191360,BControl,CV,2,NA,3034,Flies 3,NA,fly
921,B Control NA 2 NA 3140 4 Diet 3 NA,B,Control,B Control NA 2 NA 3140 4 Diet 3 NA,NA,4,45588480,0,B Control NA 2 NA 3140 4 Diet 3 NA,45588480,BControl,CV,2,NA,3140,Diet 3,NA,diet
923,B Control NA 2 NA 3142 4 Diet 3 NA,B,Control,B Control NA 2 NA 3142 4 Diet 3 NA,NA,4,61870080,0,B Control NA 2 NA 3142 4 Diet 3 NA,61870080,BControl,CV,2,NA,3142,Diet 3,NA,diet
925,B Control NA 2 NA 3144 4 Diet 3 NA,B,Control,B Control NA 2 NA 3144 4 Diet 3 NA,NA,4,29306880,0,B Control NA 2 NA 3144 4 Diet 3 NA,29306880,BControl,CV,2,NA,3144,Diet 3,NA,diet
927,B Control NA 2 NA 3146 4 Diet 3 NA,B,Control,B Control NA 2 NA 3146 4 Diet 3 NA,NA,4,39075840,0,B Control NA 2 NA 3146 4 Diet 3 NA,39075840,BControl,CV,2,NA,3146,Diet 3,NA,diet
929,B Control NA 2 NA 3148 4 Diet 3 NA,B,Control,B Control NA 2 NA 3148 4 Diet 3 NA,NA,4,60241920,0,B Control NA 2 NA 3148 4 Diet 3 NA,60241920,BControl,CV,2,NA,3148,Diet 3,NA,diet
931,B Control NA 2 NA 3150 4 Diet 3 NA,B,Control,B Control NA 2 NA 3150 4 Diet 3 NA,NA,4,24422400,0,B Control NA 2 NA 3150 4 Diet 3 NA,24422400,BControl,CV,2,NA,3150,Diet 3,NA,diet
489,D Choice F 2 NA 2760 4 Flies 2 NA,D,Choice,D Choice F 2 NA 2760 4 Flies 2 NA,F,4,814080,1192.5,D Choice F 2 NA 2760 4 Flies 2 NA,815272.5,DChoice,CV,2,NA,2760,Flies 2,NA,fly
479,D Choice M 2 NA 2752 4 Flies 2 NA,D,Choice,D Choice M 2 NA 2752 4 Flies 2 NA,M,4,712320,397.5,D Choice M 2 NA 2752 4 Flies 2 NA,712717.5,DChoice,CV,2,NA,2752,Flies 2,NA,fly
481,D Choice M 2 NA 2754 4 Flies 2 NA,D,Choice,D Choice M 2 NA 2754 4 Flies 2 NA,M,4,1068480,0,D Choice M 2 NA 2754 4 Flies 2 NA,1068480,DChoice,CV,2,NA,2754,Flies 2,NA,fly
483,D Choice M 2 NA 2756 4 Flies 2 NA,D,Choice,D Choice M 2 NA 2756 4 Flies 2 NA,M,4,610560,2782.5,D Choice M 2 NA 2756 4 Flies 2 NA,613342.5,DChoice,CV,2,NA,2756,Flies 2,NA,fly
671,D Choice NA 2 NA 2938 4 Diet 2 A,D,Choice,D Choice NA 2 NA 2938 4 Diet 2 A,NA,4,47216640,0,D Choice NA 2 NA 2938 4 Diet 2 A,47216640,DChoice,CV,2,NA,2938,Diet 2,A,diet
673,D Choice NA 2 NA 2940 4 Diet 2 A,D,Choice,D Choice NA 2 NA 2940 4 Diet 2 A,NA,4,32563200,0,D Choice NA 2 NA 2940 4 Diet 2 A,32563200,DChoice,CV,2,NA,2940,Diet 2,A,diet
675,D Choice NA 2 NA 2942 4 Diet 2 L,D,Choice,D Choice NA 2 NA 2942 4 Diet 2 L,NA,4,37447680,600,D Choice NA 2 NA 2942 4 Diet 2 L,37448280,DChoice,CV,2,NA,2942,Diet 2,L,diet
677,D Choice NA 2 NA 2944 4 Diet 2 L,D,Choice,D Choice NA 2 NA 2944 4 Diet 2 L,NA,4,32563200,800,D Choice NA 2 NA 2944 4 Diet 2 L,32564000,DChoice,CV,2,NA,2944,Diet 2,L,diet
161,D Control F 2 NA 2439 4 Flies 1 NA,D,Control,D Control F 2 NA 2439 4 Flies 1 NA,F,4,941280,0,D Control F 2 NA 2439 4 Flies 1 NA,941280,DControl,CV,2,NA,2439,Flies 1,NA,fly
163,D Control F 2 NA 2441 4 Flies 1 NA,D,Control,D Control F 2 NA 2441 4 Flies 1 NA,F,4,1297440,300,D Control F 2 NA 2441 4 Flies 1 NA,1297740,DControl,CV,2,NA,2441,Flies 1,NA,fly
165,D Control F 2 NA 2443 4 Flies 1 NA,D,Control,D Control F 2 NA 2443 4 Flies 1 NA,F,4,69960,0,D Control F 2 NA 2443 4 Flies 1 NA,69960,DControl,CV,2,NA,2443,Flies 1,NA,fly
155,D Control M 2 NA 2433 4 Flies 1 NA,D,Control,D Control M 2 NA 2433 4 Flies 1 NA,M,4,12720,0,D Control M 2 NA 2433 4 Flies 1 NA,12720,DControl,CV,2,NA,2433,Flies 1,NA,fly
157,D Control M 2 NA 2435 4 Flies 1 NA,D,Control,D Control M 2 NA 2435 4 Flies 1 NA,M,4,9937.5,25,D Control M 2 NA 2435 4 Flies 1 NA,9962.5,DControl,CV,2,NA,2435,Flies 1,NA,fly
159,D Control M 2 NA 2437 4 Flies 1 NA,D,Control,D Control M 2 NA 2437 4 Flies 1 NA,M,4,60420,25,D Control M 2 NA 2437 4 Flies 1 NA,60445,DControl,CV,2,NA,2437,Flies 1,NA,fly
347,D Control NA 2 NA 2623 4 Diet 1 NA,D,Control,D Control NA 2 NA 2623 4 Diet 1 NA,NA,4,171720,0,D Control NA 2 NA 2623 4 Diet 1 NA,171720,DControl,CV,2,NA,2623,Diet 1,NA,diet
349,D Control NA 2 NA 2625 4 Diet 1 NA,D,Control,D Control NA 2 NA 2625 4 Diet 1 NA,NA,4,79779840,0,D Control NA 2 NA 2625 4 Diet 1 NA,79779840,DControl,CV,2,NA,2625,Diet 1,NA,diet
351,D Control NA 2 NA 2627 4 Diet 1 NA,D,Control,D Control NA 2 NA 2627 4 Diet 1 NA,NA,4,29306880,0,D Control NA 2 NA 2627 4 Diet 1 NA,29306880,DControl,CV,2,NA,2627,Diet 1,NA,diet
353,D Control NA 2 NA 2629 4 Diet 1 NA,D,Control,D Control NA 2 NA 2629 4 Diet 1 NA,NA,4,55357440,25,D Control NA 2 NA 2629 4 Diet 1 NA,55357465,DControl,CV,2,NA,2629,Diet 1,NA,diet
355,D Control NA 2 NA 2631 4 Diet 1 NA,D,Control,D Control NA 2 NA 2631 4 Diet 1 NA,NA,4,42332160,0,D Control NA 2 NA 2631 4 Diet 1 NA,42332160,DControl,CV,2,NA,2631,Diet 1,NA,diet
357,D Control NA 2 NA 2633 4 Diet 1 NA,D,Control,D Control NA 2 NA 2633 4 Diet 1 NA,NA,4,48844800,0,D Control NA 2 NA 2633 4 Diet 1 NA,48844800,DControl,CV,2,NA,2633,Diet 1,NA,diet
157,E Choice F 2 NA 157 1 Flies 1 NA,E,Choice,E Choice F 2 NA 157 1 Flies 1 NA,F,1,254400,50,E Choice F 2 NA 157 1 Flies 1 NA,254450,EChoice,X,2,NA,157,Flies 1,NA,fly
159,E Choice F 2 NA 159 1 Flies 1 NA,E,Choice,E Choice F 2 NA 159 1 Flies 1 NA,F,1,305280,50,E Choice F 2 NA 159 1 Flies 1 NA,305330,EChoice,X,2,NA,159,Flies 1,NA,fly
161,E Choice F 2 NA 161 1 Flies 1 NA,E,Choice,E Choice F 2 NA 161 1 Flies 1 NA,F,1,178080,0,E Choice F 2 NA 161 1 Flies 1 NA,178080,EChoice,X,2,NA,161,Flies 1,NA,fly
815,E Choice F 2 NA 813 1 Flies 3 NA,E,Choice,E Choice F 2 NA 813 1 Flies 3 NA,F,1,788640,0,E Choice F 2 NA 813 1 Flies 3 NA,788640,EChoice,AAB,2,NA,813,Flies 3,NA,fly
817,E Choice F 2 NA 815 1 Flies 3 NA,E,Choice,E Choice F 2 NA 815 1 Flies 3 NA,F,1,31800,0,E Choice F 2 NA 815 1 Flies 3 NA,31800,EChoice,AAB,2,NA,815,Flies 3,NA,fly
819,E Choice F 2 NA 817 1 Flies 3 NA,E,Choice,E Choice F 2 NA 817 1 Flies 3 NA,F,1,101760,0,E Choice F 2 NA 817 1 Flies 3 NA,101760,EChoice,AAB,2,NA,817,Flies 3,NA,fly
851,E Choice F 2 NA 849 1 Flies 3 NA,E,Choice,E Choice F 2 NA 849 1 Flies 3 NA,F,1,1017600,0,E Choice F 2 NA 849 1 Flies 3 NA,1017600,EChoice,LAB,2,NA,849,Flies 3,NA,fly
853,E Choice F 2 NA 851 1 Flies 3 NA,E,Choice,E Choice F 2 NA 851 1 Flies 3 NA,F,1,95400,25,E Choice F 2 NA 851 1 Flies 3 NA,95425,EChoice,LAB,2,NA,851,Flies 3,NA,fly
855,E Choice F 2 NA 853 1 Flies 3 NA,E,Choice,E Choice F 2 NA 853 1 Flies 3 NA,F,1,127200,775,E Choice F 2 NA 853 1 Flies 3 NA,127975,EChoice,LAB,2,NA,853,Flies 3,NA,fly
409,E Choice F 2 NA 2682 4 Flies 2 NA,E,Choice,E Choice F 2 NA 2682 4 Flies 2 NA,F,4,63600,0,E Choice F 2 NA 2682 4 Flies 2 NA,63600,EChoice,CV,2,NA,2682,Flies 2,NA,fly
411,E Choice F 2 NA 2684 4 Flies 2 NA,E,Choice,E Choice F 2 NA 2684 4 Flies 2 NA,F,4,1551840,7155,E Choice F 2 NA 2684 4 Flies 2 NA,1558995,EChoice,CV,2,NA,2684,Flies 2,NA,fly
413,E Choice F 2 NA 2686 4 Flies 2 NA,E,Choice,E Choice F 2 NA 2686 4 Flies 2 NA,F,4,966720,1192.5,E Choice F 2 NA 2686 4 Flies 2 NA,967912.5,EChoice,CV,2,NA,2686,Flies 2,NA,fly
